date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:45	2161/2161	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20May%202022%2015:58:00%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/tiny-slider.css?ver=2.9.3	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/tiny-sliderf342.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:45	3391/3391	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20May%202022%2015:59:14%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/lity.min.css?ver=2.4.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/lity.min8d5a.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:45	5360/5360	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20May%202022%2015:57:10%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/magnific-popup.css?ver=1.1.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/magnific-popupf488.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:45	52912/52912	---MCZ	200	added ('OK')	text/css	date:Thu,%2004%20Sep%202025%2022:51:00%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/style.css?ver=3.2.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/style55a0.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:46	30372/30372	---MCZ	200	added ('OK')	text/css	date:Tue,%2002%20Sep%202025%2016:56:34%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/plugins/woocommerce.css?ver=3.2.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/plugins/woocommerce55a0.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:46	17484/17484	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Jul%202025%2023:02:54%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/colors/colorize.css?ver=3.2.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/colors/colorize55a0.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:46	6615/6615	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20May%202022%2016:02:40%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/kursor.css?ver=0.1.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/css/lib/kursor4116.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:47	53644/53644	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/frontend.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:47	1166/1166	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2005:38:15%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/css/post-366.css?ver=1757482695	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/css/post-36669dd.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:47	214/214	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-image.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:47	560/560	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-heading.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:48	4258/4258	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-divider.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:48	753/753	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-counter.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:48	16471/16471	---MCZ	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2015:22:46%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:48	5486/5486	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202024%2019:19:32%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:49	342/342	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2016:51:06%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.33.0	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/elementor/assets/css/widget-image-carousel.min3d24.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:49	26225/26225	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2005:38:17%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/css/post-351.css?ver=1757482697	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/css/post-351a21c.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:49	113238/113238	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Mar%202025%2007:30:35%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/roboto.css?ver=1742283035	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/roboto3e22.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:49	27216/27216	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Mar%202025%2007:30:41%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/robotoslab.css?ver=1742283041	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/robotoslab5f56.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:50	18024/18024	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Mar%202025%2007:30:44%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/poppins.css?ver=1742283044	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/elementor/google-fonts/css/poppins1ca6.css	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:50	87553/87553	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2022%20Nov%202023%2012:47:27%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-includes/js/jquery/jquery.minf43b.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:51	13577/13577	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2022%20Nov%202023%2012:47:27%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:51	9636/9636	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2018%20Jul%202023%2023:53:36%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.3.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minf967.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:51	4035/4035	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Jul%202025%2012:34:58%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.3.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mind3a6.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:52	1720/1720	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2018:59:46%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.3.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min5aa6.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:52	3915/3915	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Jul%202025%2012:34:58%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.3.5	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mind3a6.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:52	11801/11801	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2005%20Jun%202022%2018:00:12%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/js/lib/typed.min.js?ver=2.0.12	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/js/lib/typed.min7b2b.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:52	31967/31967	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2030%20May%202022%2016:07:24%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/js/lib/tiny-slider.js?ver=2.9.3	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/themes/thepro/assets/js/lib/tiny-sliderf342.js	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:54	132540/132540	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2004:13:55%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-json/wp/v2/pages/351	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-json/wp/v2/pages/351.json	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:54	1572555/1572555	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2004:13:54%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-json/	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-json/index.html	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:54	978/978	---MCZ	200	added ('OK')	text/xml	date:Sat,%2015%20Nov%202025%2004:13:55%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/xmlrpc.php?rsd	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/xmlrpc0db0.php	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:54	2172/2172	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2004:13:55%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.themerec.com%2Fitem%2Fwordpress%2Fthepro-dark%2F	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-json/oembed/1.0/embedf93c.json	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:55	2322/2322	---MCZ	200	added ('OK')	text/xml	date:Sat,%2015%20Nov%202025%2004:13:56%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.themerec.com%2Fitem%2Fwordpress%2Fthepro-dark%2F&format=xml	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-json/oembed/1.0/embedec9d	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:55	1687/1687	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202023%2012:03:40%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/cropped-favicon-1-100x100.png	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/cropped-favicon-1-100x100.png	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:55	5932/5932	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202023%2012:03:40%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/cropped-favicon-1-300x300.png	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/cropped-favicon-1-300x300.png	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:55	39660/39660	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbecmNE.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbecmNE.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:55	5644/5644	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:56	7884/7884	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:56	39084/39084	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:56	5484/5484	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:56	7748/7748	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:56	39292/39292	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:57	5524/5524	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:57	8000/8000	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Oct%202025%2010:49:25%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:57	2780/2780	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202023%2012:03:58%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2023/11/white-logo-1.png	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2023/11/white-logo-1.png	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:57	70943/70943	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Nov%202023%2012:10:22%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2023/11/info-img.jpg	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2023/11/info-img.jpg	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:58	271278/271278	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Nov%202023%2012:03:51%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/portfolio_img_1-1.jpg	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/portfolio_img_1-1.jpg	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
23:13:58	95550/95550	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Nov%202023%2012:03:57%20GMT	https://demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/portfolio_img_2-2.jpg	C:/Users/jair1/Downloads/MiSitioWeb/Paola%20G./demo.themerec.com/item/wordpress/thepro-dark/wp-content/uploads/sites/8/2022/06/portfolio_img_2-2.jpg	(from https://demo.themerec.com/item/wordpress/thepro-dark/)
